suburb,rooms,type,price,method,seller_g,date
Ascot Vale,2,h,710000.0,PI,Nelson,2016-06-04
Ascot Vale,6,h,2425000.0,PI,Brad,2016-06-04
Ascot Vale,2,h,750000.0,SP,Maddison,2016-06-04
Ascot Vale,2,h,840000.0,S,Brad,2016-06-04
Ascot Vale,2,h,1053000.0,S,Nelson,2016-08-06
Ascot Vale,3,h,1377000.0,S,Nelson,2016-08-06
Ascot Vale,3,h,970000.0,S,Brad,2016-05-07
Ascot Vale,2,h,940000.0,S,Nelson,2016-05-07
Ascot Vale,2,h,751000.0,PI,Nelson,2016-05-07
Ascot Vale,2,h,950000.0,SP,Raine,2016-05-07
Ascot Vale,3,h,,S,Jellis,2016-05-07
Ascot Vale,2,u,685000.0,S,Brad,2016-11-07
Ascot Vale,4,h,,S,Brad,2016-10-08
Ascot Vale,3,h,1230000.0,S,Nelson,2016-10-08
Ascot Vale,2,h,636500.0,S,Jellis,2016-10-08
Ascot Vale,3,h,910000.0,S,Raine,2016-10-08
Ascot Vale,2,h,872500.0,PI,Jellis,2016-10-08
Ascot Vale,2,h,770000.0,PI,Nelson,2016-09-10
Ascot Vale,2,t,490000.0,PI,Alexkarbon,2016-09-10
Ascot Vale,3,h,960000.0,S,Walshe,2016-12-10
Ascot Vale,4,h,890000.0,SP,Raine,2016-12-10
Ascot Vale,2,h,965000.0,S,Nelson,2016-12-10
Ascot Vale,4,h,,S,Nelson,2016-12-10
Ascot Vale,4,h,1200000.0,PI,Nelson,2017-02-11
Ascot Vale,3,h,1440000.0,S,Nelson,2017-02-11
Ascot Vale,2,h,955000.0,S,Woodards,2017-03-11
Ascot Vale,2,u,450000.0,VB,Nelson,2016-11-12
Ascot Vale,3,h,801000.0,S,Jellis,2016-11-12
Ascot Vale,4,h,,S,Rendina,2016-11-12
Ascot Vale,3,h,770000.0,SP,Rendina,2016-11-12
Ascot Vale,3,h,1000000.0,PI,Brad,2016-11-12
Ascot Vale,3,h,1435000.0,S,Nelson,2016-11-12
Ascot Vale,1,u,390000.0,S,Alexkarbon,2016-11-12
Ascot Vale,3,h,1425000.0,PI,Jellis,2016-08-13
Ascot Vale,3,h,925000.0,S,Nelson,2016-08-13
Ascot Vale,4,h,1340000.0,S,Nelson,2016-05-14
Ascot Vale,3,h,955000.0,S,Brad,2016-05-14
Ascot Vale,2,h,1075000.0,PI,Jellis,2016-05-14
Ascot Vale,4,h,1100000.0,VB,Nelson,2016-10-15
Ascot Vale,3,h,1255000.0,S,Nelson,2016-10-15
Ascot Vale,4,h,1483000.0,S,Brad,2016-10-15
Ascot Vale,2,u,432000.0,S,Biggin,2016-10-15
Ascot Vale,4,h,1640000.0,S,Raine,2016-04-16
Ascot Vale,6,h,1430000.0,S,Nelson,2016-04-16
Ascot Vale,2,u,610000.0,SP,Brad,2016-04-16
Ascot Vale,3,h,940000.0,S,Nelson,2016-04-16
Ascot Vale,3,h,890000.0,SP,Brad,2016-07-16
Ascot Vale,4,h,1505000.0,SP,Brad,2016-07-16
Ascot Vale,3,h,1180000.0,SP,Brad,2016-09-17
Ascot Vale,4,h,1480000.0,S,Raine,2016-09-17
Ascot Vale,2,h,1150000.0,S,Brad,2017-03-18
Ascot Vale,3,h,1350000.0,S,Brad,2017-03-18
Ascot Vale,5,h,1905000.0,S,Nelson,2017-03-18
Ascot Vale,2,t,865000.0,SP,Nelson,2017-03-18
Ascot Vale,2,t,705000.0,S,Brad,2016-06-18
Ascot Vale,2,u,442000.0,S,Alexkarbon,2016-06-18
Ascot Vale,2,u,540000.0,S,Jellis,2016-11-19
Ascot Vale,3,h,1037500.0,S,Alexkarbon,2016-11-19
Ascot Vale,3,t,1050000.0,S,Jellis,2016-11-19
Ascot Vale,6,h,,S,Rendina,2016-11-19
Ascot Vale,2,u,440000.0,S,McDonald,2016-11-19
Ascot Vale,2,h,1010000.0,S,Brad,2016-11-19
Ascot Vale,4,h,1430000.0,S,Nelson,2016-05-22
Ascot Vale,2,u,570000.0,VB,Nelson,2016-05-22
Ascot Vale,2,u,690000.0,S,Brad,2016-05-22
Ascot Vale,4,h,,S,Raine,2016-05-22
Ascot Vale,4,h,1070000.0,S,Nelson,2016-08-22
Ascot Vale,3,h,1291000.0,S,Brad,2016-04-23
Ascot Vale,3,h,,S,Brad,2016-04-23
Ascot Vale,3,h,1130000.0,S,Nelson,2016-04-23
Ascot Vale,3,h,1135000.0,S,Brad,2016-09-24
Ascot Vale,4,h,950000.0,PI,Nelson,2016-09-24
Ascot Vale,3,u,790000.0,PI,Weda,2016-09-24
Ascot Vale,3,h,,SP,Alexkarbon,2017-02-25
Ascot Vale,2,u,390000.0,PI,Jellis,2017-02-25
Ascot Vale,4,h,1345000.0,S,Jellis,2017-02-25
Ascot Vale,1,u,296000.0,S,Woodards,2017-02-25
Ascot Vale,3,h,1381500.0,S,Barry,2017-02-25
Ascot Vale,3,h,940000.0,S,Jellis,2016-07-26
Ascot Vale,3,h,995000.0,S,Nelson,2016-07-26
Ascot Vale,3,h,1050000.0,SP,Frank,2016-07-26
Ascot Vale,3,h,786000.0,S,Brad,2016-07-26
Ascot Vale,2,h,705000.0,PI,Nelson,2016-06-27
Ascot Vale,3,h,660000.0,PI,Nelson,2016-06-27
Ascot Vale,2,h,760000.0,PI,Nelson,2016-06-27
Ascot Vale,3,u,487500.0,S,Hodges,2016-06-27
Ascot Vale,3,h,1125000.0,S,Nelson,2016-11-27
Ascot Vale,3,t,1000000.0,S,Nelson,2016-11-27
Ascot Vale,4,h,1110000.0,PI,Nelson,2016-11-27
Ascot Vale,4,h,1300000.0,PI,Jellis,2016-11-27
Ascot Vale,3,h,1060000.0,PI,Nelson,2016-11-27
Ascot Vale,3,h,1410000.0,PI,Nelson,2016-11-27
Ascot Vale,3,h,1305000.0,S,Barry,2016-05-28
Ascot Vale,3,h,932500.0,S,Nelson,2016-05-28
Ascot Vale,3,h,965000.0,S,Alexkarbon,2016-08-28
Ascot Vale,3,h,1215000.0,S,Stockdale,2016-08-28
Ascot Vale,2,u,545000.0,S,Nelson,2016-08-28
Ascot Vale,4,h,1800000.0,S,Brad,2016-08-28
Ascot Vale,3,t,840000.0,SP,Brad,2016-08-28
Ascot Vale,4,h,1705000.0,S,Jellis,2016-07-30
Ascot Vale,3,h,970000.0,S,Nelson,2016-07-30
Ascot Vale,2,h,925000.0,S,Barry,2016-07-30
Ashburton,4,h,2650000.0,S,Marshall,2016-09-03
Ashburton,2,h,1820000.0,S,Marshall,2016-09-03
Ashburton,3,h,1670000.0,S,Jellis,2016-12-03
Ashburton,3,t,955000.0,S,Buxton,2016-12-03
Ashburton,3,t,2050000.0,S,Fletchers,2016-12-03
Ashburton,3,h,,S,Buxton,2016-02-04
Ashburton,2,u,500000.0,VB,Fletchers,2017-03-04
Ashburton,2,h,1575000.0,S,Jellis,2017-03-04
Ashburton,4,h,1991000.0,S,Jellis,2017-03-04
Ashburton,3,h,1425000.0,S,Jellis,2016-06-04
Ashburton,3,h,1555000.0,S,Jellis,2016-06-04
Ashburton,2,h,1417000.0,S,Buxton,2016-06-04
Ashburton,4,h,,SP,Fletchers,2016-05-07
Ashburton,5,h,1850000.0,S,Fletchers,2016-05-07
Ashburton,2,h,,VB,Jellis,2016-11-07
Ashburton,3,h,780000.0,S,Tim,2016-10-08
Ashburton,4,h,1942000.0,S,Marshall,2016-10-08
Ashburton,3,h,1100000.0,PI,Marshall,2016-10-08
Ashburton,3,h,1337000.0,S,Buxton,2016-10-08
Ashburton,8,h,2950000.0,S,hockingstuart,2016-09-10
Ashburton,4,h,2215000.0,SP,Marshall,2016-09-10
Ashburton,4,h,1880000.0,S,Fletchers,2016-09-10
Ashburton,3,h,1518000.0,S,Jellis,2016-09-10
Ashburton,3,h,1710000.0,S,hockingstuart,2016-12-10
Ashburton,3,h,,SP,Marshall,2016-12-10
Ashburton,3,h,,S,Marshall,2016-12-10
Ashburton,3,h,1655000.0,S,Jellis,2016-12-10
Ashburton,3,t,1340000.0,S,Jellis,2016-06-12
Ashburton,3,h,1445000.0,S,Jellis,2016-11-12
Ashburton,3,h,1500000.0,S,Jellis,2016-11-12
Ashburton,4,h,,SN,Tim,2016-11-12
Ashburton,4,h,1550000.0,VB,Marshall,2016-11-12
Ashburton,2,h,1356000.0,S,Jellis,2016-05-14
Ashburton,3,h,1662000.0,S,Jellis,2016-05-14
Ashburton,2,h,,S,Marshall,2016-05-14
Ashburton,3,h,1665000.0,S,Jellis,2016-10-15
Ashburton,3,h,,S,Jellis,2016-04-16
Ashburton,3,h,,S,Marshall,2016-04-16
Ashburton,2,h,1445000.0,S,Jellis,2016-04-16
Ashburton,3,h,1600000.0,S,Noel,2016-07-16
Ashburton,3,h,980000.0,VB,Fletchers,2016-09-17
Ashburton,3,t,1300000.0,VB,Jellis,2016-09-17
Ashburton,3,h,,S,Fletchers,2017-03-18
Ashburton,4,h,,S,Fletchers,2017-03-18
Ashburton,2,h,,S,Marshall,2017-03-18
Ashburton,5,h,3510000.0,S,Jellis,2017-03-18
Ashburton,4,h,1730000.0,SP,hockingstuart,2016-06-18
Ashburton,3,h,,S,Marshall,2016-06-18
Ashburton,3,t,968000.0,S,Jellis,2016-06-18
Ashburton,3,t,900000.0,S,Jellis,2016-11-19
Ashburton,3,h,1570000.0,S,Buxton,2016-11-19
Ashburton,3,h,1500000.0,S,hockingstuart,2016-05-22
Ashburton,3,h,1360000.0,S,Tim,2016-05-22
Ashburton,5,h,2752000.0,S,Jellis,2016-08-22
Ashburton,4,h,,PI,Buxton/Marshall,2016-08-22
Ashburton,4,h,1600000.0,VB,Jellis,2016-08-22
Ashburton,3,h,,S,Marshall,2016-08-22
Ashburton,3,h,1500000.0,VB,Jellis,2016-08-22
Ashburton,2,h,,SP,Buxton,2016-08-22
Ashburton,3,h,1430000.0,S,Jellis,2016-04-23
Ashburton,3,h,1601000.0,S,Tim,2017-02-25
Ashburton,4,h,1650000.0,PI,Noel,2017-02-25
Ashburton,4,h,1800000.0,S,Jellis,2017-02-25
Ashburton,3,h,1610000.0,S,Jellis,2017-02-25
Ashburton,4,h,,S,Fletchers,2017-02-25
Ashburton,4,h,,SN,RT,2017-02-25
Ashburton,3,h,1830000.0,S,Jellis,2017-02-25
Ashburton,3,t,,SP,Marshall,2017-02-25
Ashburton,3,h,1415000.0,S,Buxton,2016-06-27
Ashburton,2,h,1440000.0,PI,Jellis,2016-06-27
Ashburton,4,t,1250000.0,VB,Noel,2016-11-27
Ashburton,3,h,1422000.0,S,Buxton,2016-11-27
Ashburton,5,h,1600000.0,S,Marshall,2016-11-27
Ashburton,4,h,1860000.0,S,Jellis,2016-11-27
Ashburton,3,t,1710000.0,S,Marshall,2016-11-27
Ashburton,3,h,,S,Marshall,2016-05-28
Ashburton,4,h,1790000.0,PI,hockingstuart,2016-05-28
Ashburton,4,h,1950000.0,S,Tim,2016-05-28
Ashburton,3,h,1600000.0,S,Fletchers,2016-05-28
Ashburton,3,h,1320000.0,PI,Marshall,2016-08-28
Ashburton,3,h,1650000.0,S,Marshall,2016-08-28
Ashburton,4,h,1280000.0,S,Fletchers,2016-07-30
Ashwood,3,h,,SP,Jellis,2016-09-03
Ashwood,2,h,995000.0,S,Tim,2016-09-03
Ashwood,3,t,,SN,Ray,2016-12-03
Ashwood,3,h,1250000.0,S,Woodards,2016-12-03
Ashwood,3,h,,SP,Buxton,2016-02-04
Ashwood,3,u,1045000.0,S,Tim,2017-03-04
Ashwood,4,h,1200000.0,SP,Purplebricks,2017-03-04
Ashwood,2,h,1075000.0,VB,Jellis,2016-06-04
Ashwood,4,h,,S,Jellis,2016-08-06
Ashwood,4,h,1500000.0,S,Fletchers,2016-08-06
Ashwood,3,h,1120000.0,S,Tim,2016-05-07
Ashwood,2,t,700000.0,S,hockingstuart,2016-11-07
Ashwood,3,h,761000.0,PI,Fletchers,2016-11-07
Ashwood,4,h,1270000.0,SP,Buxton,2016-10-08
Ashwood,4,h,1510000.0,S,Buxton,2016-10-08
Ashwood,3,h,1365000.0,S,Fletchers,2016-09-10
Ashwood,4,h,1100000.0,VB,Tim,2016-12-10
Ashwood,2,u,675000.0,S,Buxton,2016-12-10
Ashwood,3,h,,SP,Buxton,2016-12-10
Ashwood,3,h,1232800.0,S,Fletchers,2016-06-12
Ashwood,3,h,1170000.0,PI,Marshall,2016-11-12
Ashwood,3,h,,SN,Biggin,2016-11-12
Ashwood,4,h,1415000.0,S,Buxton,2016-08-13
Ashwood,2,u,690000.0,S,Ray,2016-05-14
Ashwood,3,h,1631000.0,S,Jellis,2016-10-15
Ashwood,3,h,,SN,Buxton,2016-10-15
Ashwood,4,h,1500000.0,S,Buxton,2016-10-15
Ashwood,2,t,690000.0,S,Buxton,2016-04-16
Ashwood,3,t,,PI,Fletchers,2016-04-16
Ashwood,3,h,1060000.0,S,Harcourts,2016-07-16
Ashwood,3,h,875000.0,PI,Woodards,2016-09-17
Ashwood,5,h,1529500.0,S,Buxton,2016-09-17
Ashwood,2,h,1250000.0,S,Jellis,2017-03-18
Ashwood,3,h,1200000.0,VB,Jellis,2017-03-18
Ashwood,4,h,,S,Buxton,2017-03-18
Ashwood,2,u,600000.0,S,Noel,2017-03-18
Ashwood,4,t,980000.0,PI,AIME,2017-03-18
Ashwood,3,u,,PI,Ray,2016-06-18
Ashwood,2,u,535000.0,S,Woodards,2016-06-18
Ashwood,4,t,1230000.0,S,Buxton,2016-06-18
Ashwood,4,h,,SP,Kay,2016-11-19
Ashwood,3,h,,SP,Harcourts,2016-11-19
Ashwood,3,h,785000.0,S,Buxton,2016-11-19
Ashwood,4,h,1240000.0,S,Tim,2016-11-19
Ashwood,3,h,,PI,Woodards,2016-05-22
Ashwood,2,u,700000.0,S,hockingstuart,2016-08-22
Ashwood,3,t,880000.0,PI,Fletchers,2016-04-23
Ashwood,4,h,,S,Jellis,2016-04-23
Ashwood,2,u,675000.0,S,Buxton,2016-09-24
Ashwood,4,t,,PI,Buxton,2016-09-24
Ashwood,4,h,1350000.0,S,Buxton,2016-09-24
Ashwood,2,h,1110000.0,S,Fletchers,2016-09-24
Ashwood,3,h,1305000.0,S,Jellis,2017-02-25
Ashwood,4,h,,S,Jellis,2017-02-25
Ashwood,3,h,855000.0,S,Noel,2017-02-25
Ashwood,3,h,900000.0,VB,Tim,2017-02-25
Ashwood,4,t,1400000.0,S,Buxton,2017-02-25
Ashwood,4,t,,PI,Fletchers,2016-07-26
Ashwood,3,t,964000.0,S,Tim,2016-06-27
Ashwood,3,u,,SN,Biggin,2016-11-27
Ashwood,3,t,900500.0,S,Jellis,2016-11-27
Ashwood,4,h,,SP,Fletchers,2016-11-27
Ashwood,4,h,,S,Fletchers,2016-05-28
Ashwood,5,h,,S,Jellis,2016-05-28
Ashwood,3,h,1200000.0,VB,Buxton,2016-05-28
Ashwood,3,h,,PI,Buxton,2016-08-28
Ashwood,3,t,830000.0,S,Barry,2016-08-28
Ashwood,3,h,,SN,Buxton,2016-08-28
Avondale Heights,4,h,1310000.0,S,Jellis,2016-09-03
Avondale Heights,3,h,850000.0,S,Moonee,2016-09-03
Avondale Heights,3,h,750000.0,SP,Moonee,2016-09-03
Avondale Heights,3,t,851000.0,S,Nelson,2016-12-03
Avondale Heights,4,h,,SP,Barry,2016-12-03
Avondale Heights,3,h,848000.0,S,Nelson,2017-03-04
Avondale Heights,4,h,806000.0,S,Moonee,2017-03-04
Avondale Heights,4,h,1155000.0,S,Nelson,2016-06-04
Avondale Heights,3,h,670000.0,VB,Nelson,2016-06-04
Avondale Heights,4,h,1200000.0,S,Nelson,2016-06-04
Avondale Heights,3,h,636000.0,S,Nelson,2016-06-04
Avondale Heights,3,h,655000.0,S,Nelson,2016-08-06
Avondale Heights,3,h,,SP,Nelson,2016-08-06
Avondale Heights,3,h,680000.0,S,Nelson,2016-08-06
Avondale Heights,3,h,,S,Nelson,2016-05-07
Avondale Heights,4,h,1160000.0,S,Moonee,2016-05-07
Avondale Heights,3,h,560000.0,SP,Moonee,2016-10-08
Avondale Heights,3,h,750000.0,S,Barry,2016-10-08
Avondale Heights,3,h,627500.0,SP,Moonee,2016-10-08
Avondale Heights,3,t,880000.0,S,Moonee,2016-10-08
Avondale Heights,3,h,825000.0,S,Brad,2016-10-08
Avondale Heights,4,h,1372000.0,S,Nelson,2016-10-08
Avondale Heights,4,h,950000.0,S,Moonee,2016-12-10
Avondale Heights,3,h,,SP,Brad,2016-12-10
Avondale Heights,4,h,1200000.0,S,Nelson,2016-12-10
Avondale Heights,4,h,1600000.0,PI,Nelson,2016-12-10
Avondale Heights,3,h,825000.0,SP,Biggin,2017-02-11
Avondale Heights,2,t,585000.0,S,Barry,2017-02-11
Avondale Heights,3,h,,S,Nelson,2016-11-12
Avondale Heights,4,h,1631000.0,S,Nelson,2016-05-14
Avondale Heights,3,h,,SP,Moonee,2016-10-15
Avondale Heights,3,h,650000.0,SP,Moonee,2016-10-15
Avondale Heights,3,h,725000.0,SP,Moonee,2016-10-15
Avondale Heights,3,u,665000.0,S,Brad,2016-04-16
Avondale Heights,3,h,560500.0,S,Nelson,2016-04-16
Avondale Heights,3,h,615000.0,SP,Moonee,2016-07-16
Avondale Heights,3,h,845000.0,S,Nelson,2016-07-16
Avondale Heights,3,h,585000.0,SA,Barry,2016-09-17
Avondale Heights,2,u,440000.0,S,Nelson,2017-03-18
Avondale Heights,3,h,850000.0,S,Moonee,2017-03-18
Avondale Heights,3,h,775000.0,S,Brad,2016-06-18
Avondale Heights,5,h,850000.0,SP,Moonee,2016-06-18
Avondale Heights,3,h,705000.0,S,Nelson,2016-05-22
Avondale Heights,4,h,1100000.0,VB,Brad,2016-05-22
Avondale Heights,3,h,710000.0,SP,Moonee,2016-05-22
Avondale Heights,3,h,892500.0,S,Nelson,2016-05-22
Avondale Heights,3,t,730000.0,VB,Barry,2016-08-22
Avondale Heights,3,h,790000.0,S,HAR,2016-04-23
Avondale Heights,3,h,695000.0,S,HAR,2016-04-23
Avondale Heights,4,h,855000.0,PI,Nelson,2016-04-23
Avondale Heights,2,h,522500.0,S,Nelson,2016-09-24
Avondale Heights,4,h,990000.0,S,Moonee,2016-09-24
Avondale Heights,4,h,680000.0,PI,Nelson,2016-09-24
Avondale Heights,3,u,500000.0,S,Nelson,2016-09-24
Avondale Heights,2,t,550000.0,SP,Moonee,2016-09-24
Avondale Heights,3,h,730000.0,S,Jas,2017-02-25
Avondale Heights,3,h,875000.0,S,Edward,2017-02-25
Avondale Heights,4,h,,SN,Harcourts,2017-02-25
Avondale Heights,3,h,850000.0,SP,Moonee,2017-02-25
Avondale Heights,3,h,635000.0,SP,Moonee,2016-07-26
Avondale Heights,4,h,762000.0,S,Nelson,2016-07-26
Avondale Heights,3,h,1215000.0,S,Moonee,2016-06-27
Avondale Heights,3,u,610000.0,SP,Moonee,2016-11-27
Avondale Heights,4,h,815000.0,S,Moonee,2016-11-27
Avondale Heights,4,h,820000.0,VB,Nelson,2016-11-27
Avondale Heights,2,u,411000.0,PI,Barry,2016-11-27
Avondale Heights,4,h,790000.0,S,Barry,2016-11-27
Avondale Heights,4,h,605000.0,S,Barry,2016-11-27
Avondale Heights,3,h,805000.0,S,Nelson,2016-11-27
Avondale Heights,4,h,890000.0,S,Moonee,2016-11-27
Avondale Heights,3,h,795000.0,S,Barry,2016-05-28
Avondale Heights,3,h,634000.0,S,Nelson,2016-05-28
Avondale Heights,3,h,642000.0,SP,Moonee,2016-08-28
Avondale Heights,3,h,730000.0,S,Moonee,2016-08-28
Avondale Heights,3,h,863000.0,S,Barry,2016-08-28
Avondale Heights,3,h,740000.0,SP,Moonee,2016-08-28
Balaclava,4,h,1819000.0,S,Gary,2016-09-03
Balaclava,2,u,410000.0,PI,hockingstuart,2016-12-03
Balaclava,3,h,,SP,Chisholm,2016-06-04
Balaclava,1,u,280000.0,VB,hockingstuart,2016-05-07
Balaclava,2,t,1015000.0,S,Gary,2016-11-07
Balaclava,3,h,,S,Kay,2016-09-10
Balaclava,1,u,438000.0,S,Beller,2016-05-14
Balaclava,2,u,,PN,Gary,2016-05-14
Balaclava,2,u,502500.0,S,Buxton,2016-10-15
Balaclava,2,u,520000.0,S,Gary,2016-10-15
Balaclava,2,u,442000.0,SP,Buxton,2016-09-17
Balaclava,2,t,,PI,McGrath,2017-03-18
Balaclava,3,h,1193000.0,S,McGrath,2016-06-18
Balaclava,2,u,416000.0,S,Chisholm,2016-06-18
Balaclava,2,u,820000.0,S,Gary,2016-11-19
Balaclava,2,u,474000.0,S,hockingstuart,2016-05-22
Balaclava,2,h,981000.0,S,Buxton,2017-02-25
Balaclava,3,h,1690000.0,S,McGrath,2017-02-25
Balaclava,3,h,,SP,McGrath,2016-07-26
Balaclava,2,u,540000.0,VB,McGrath,2016-06-27
Balaclava,3,h,1080000.0,S,Buxton,2016-06-27
Balaclava,1,u,500000.0,SP,Biggin,2016-11-27
Balaclava,2,u,497500.0,PI,hockingstuart,2016-08-28
Balwyn,3,t,,S,Jellis,2016-09-03
Balwyn,2,h,2100000.0,S,Marshall,2016-09-03
Balwyn,4,h,1800000.0,VB,Marshall,2016-09-03
Balwyn,2,t,1255000.0,S,Noel,2016-09-03
Balwyn,3,u,1070000.0,SA,Philip,2016-12-03
Balwyn,4,h,2200000.0,S,Marshall,2016-12-03
Balwyn,4,h,2290000.0,PI,Fletchers,2016-12-03
Balwyn,5,h,2570000.0,PI,RT,2016-12-03
Balwyn,4,h,2400000.0,VB,RW,2016-12-03
Balwyn,3,h,2200000.0,S,North,2016-12-03
Balwyn,5,h,3250000.0,PI,hockingstuart,2016-12-03
Balwyn,2,u,806000.0,S,Noel,2016-12-03
Balwyn,6,h,4000000.0,VB,Jellis,2016-12-03
Balwyn,2,h,1215000.0,S,Jellis,2016-12-03
Balwyn,5,h,2250000.0,PI,Noel,2016-12-03
Balwyn,1,u,450000.0,VB,MICM,2016-02-04
Balwyn,3,t,1400000.0,PI,Ascend,2017-03-04
Balwyn,4,h,,S,Jellis,2017-03-04
Balwyn,2,u,812000.0,S,Jellis,2017-03-04
Balwyn,3,h,,VB,Fletchers,2017-03-04
Balwyn,4,h,4260000.0,S,Marshall,2017-03-04
Balwyn,3,h,1140000.0,S,Nelson,2016-06-04
Balwyn,3,h,2330000.0,S,Marshall,2016-06-04
Balwyn,5,h,2800000.0,VB,Marshall,2016-06-04
Balwyn,4,h,,S,Marshall,2016-06-04
Balwyn,2,u,,S,Fletchers,2016-06-04
Balwyn,2,u,605000.0,S,Marshall,2016-06-04
Balwyn,3,h,1255000.0,PI,Noel,2016-06-04
Balwyn,2,h,1850000.0,VB,Fletchers,2016-08-06
Balwyn,2,h,,S,Fletchers,2016-08-06
Balwyn,4,h,,S,Marshall,2016-08-06
Balwyn,2,u,805000.0,S,Noel,2016-08-06
Balwyn,4,h,2000000.0,PI,RT,2016-05-07
Balwyn,3,h,,PI,RT,2016-05-07
Balwyn,4,h,,S,Noel,2016-05-07
Balwyn,3,h,700000.0,VB,Marshall,2016-05-07
Balwyn,4,h,2130000.0,PI,Jellis,2016-05-07
Balwyn,2,h,500000.0,S,Marshall,2016-05-07
Balwyn,3,h,2125000.0,SP,Jellis,2016-05-07
Balwyn,5,h,4350000.0,VB,Jellis,2016-05-07
Balwyn,2,h,,SP,RW,2016-11-07
Balwyn,2,u,648000.0,S,hockingstuart,2016-11-07
Balwyn,4,h,1800000.0,PI,Jellis,2016-10-08
Balwyn,3,h,1020000.0,VB,Marshall,2016-10-08
Balwyn,2,u,635000.0,S,Fletchers,2016-10-08
Balwyn,3,h,,S,Marshall,2016-09-10
Balwyn,5,h,2350000.0,S,Marshall,2016-09-10
Balwyn,3,t,1500000.0,PI,Noel,2016-09-10
Balwyn,2,h,1900000.0,VB,Marshall,2016-09-10
Balwyn,2,u,526000.0,S,hockingstuart,2016-09-10
Balwyn,1,h,390000.0,VB,Jellis,2016-09-10
Balwyn,3,h,,SP,Noel,2016-09-10
Balwyn,5,h,2950000.0,VB,Jellis,2016-12-10
Balwyn,3,h,905000.0,S,Kay,2016-12-10
Balwyn,4,h,1750000.0,PI,Ascend,2016-12-10
Balwyn,2,t,760000.0,S,Christopher,2016-12-10
Balwyn,2,u,550000.0,SP,Noel,2016-12-10
Balwyn,4,h,3180000.0,S,Kay,2016-12-10
Balwyn,3,t,1367000.0,S,Jellis,2016-12-10
Balwyn,3,t,788000.0,S,Fletchers,2016-12-10
Balwyn,5,h,3600000.0,SP,Marshall,2016-12-10
Balwyn,5,h,2550000.0,S,Marshall,2016-12-10
Balwyn,3,h,1050000.0,SP,Marshall,2016-12-10
Balwyn,5,h,3350000.0,PI,hockingstuart,2017-03-11
Balwyn,4,t,1400000.0,PI,Noel,2016-11-12
Balwyn,5,h,,SP,Jellis,2016-11-12
Balwyn,3,u,662500.0,S,Jellis,2016-11-12
Balwyn,4,h,3270000.0,S,Fletchers,2016-11-12
Balwyn,5,h,,SP,RW,2016-11-12
Balwyn,3,u,1280000.0,S,Noel,2016-11-12
Balwyn,2,u,625000.0,PI,Jellis,2016-08-13
Balwyn,2,t,700000.0,VB,Noel,2016-08-13
Balwyn,4,h,,PI,Noel,2016-08-13
Balwyn,4,t,1920000.0,PI,Ray,2016-05-14
Balwyn,4,h,,SP,hockingstuart,2016-05-14
Balwyn,3,h,,SP,Jellis,2016-05-14
Balwyn,2,h,,PN,Fletchers,2016-05-14
Balwyn,3,h,1860000.0,S,Marshall,2016-05-14
Balwyn,4,h,2730000.0,S,RT,2016-10-15
Balwyn,4,h,2410000.0,S,Jellis,2016-10-15
Balwyn,4,h,2530000.0,S,Marshall,2016-10-15
Balwyn,2,u,,PI,Jellis,2016-10-15
Balwyn,3,h,,SP,RW,2016-10-15
Balwyn,5,h,2020000.0,S,Marshall,2016-04-16
Balwyn,2,u,460000.0,VB,Jellis,2016-04-16
Balwyn,4,h,2250000.0,SA,Jellis,2016-07-16
Balwyn,2,u,1053000.0,S,Fletchers,2016-07-16
Balwyn,3,h,1800000.0,VB,Marshall,2016-07-16
Balwyn,4,h,,S,Jellis,2016-07-16
Balwyn,3,t,1472000.0,S,Noel,2016-07-16
Balwyn,3,h,2120000.0,S,Jellis,2016-09-17
Balwyn,3,h,,S,Jellis,2016-09-17
Balwyn,4,h,1800000.0,VB,Fletchers,2016-09-17
Balwyn,3,h,1910000.0,S,Jellis,2016-09-17
Balwyn,2,u,754000.0,PI,Marshall,2017-03-18
Balwyn,4,h,,SP,Jellis,2017-03-18
Balwyn,3,h,1605000.0,SP,Marshall,2017-03-18
Balwyn,3,h,,SN,Kay,2017-03-18
Balwyn,5,h,,SN,Marshall,2017-03-18
Balwyn,5,h,3000000.0,VB,Jellis,2016-06-18
Balwyn,5,h,,SP,Jellis,2016-06-18
Balwyn,5,h,3400000.0,VB,Jellis,2016-06-18
Balwyn,3,h,,S,Jellis,2016-06-18
Balwyn,5,h,,SN,Noel,2016-06-18
Balwyn,4,h,,S,Fletchers,2016-06-18
Balwyn,3,h,1490000.0,S,Fletchers,2016-06-18
Balwyn,3,u,905000.0,S,Jellis,2016-06-18
Balwyn,4,h,,S,Jellis,2016-06-18
Balwyn,4,h,2188000.0,S,Marshall,2016-11-19
Balwyn,2,u,755000.0,PI,Noel,2016-11-19
Balwyn,2,u,,SN,Ray,2016-05-22
Balwyn,4,h,2900000.0,VB,Marshall,2016-05-22
Balwyn,4,h,1947000.0,SP,Morrison,2016-05-22
Balwyn,4,h,,S,Jellis,2016-05-22
Balwyn,4,h,,S,hockingstuart,2016-05-22
Balwyn,4,h,3290000.0,S,Jellis,2016-05-22
Balwyn,5,h,2665000.0,S,Jellis,2016-08-22
Balwyn,2,u,,S,Barry,2016-08-22
Balwyn,4,h,1801000.0,S,Noel,2016-08-22
